"text","label"
"Subject: Wells Fargo: $2,340 Transfer Requires Your Confirmation

Dear Customer,

A transfer of $2,340.00 has been requested from your Wells Fargo savings account to an external bank account. Because this is your first time transferring to this recipient, we require your confirmation.

Confirm or cancel this transfer:
https://wellsfargo-transfer-confirm.com/review

If you do not respond within 1 hour, this transfer will be automatically cancelled for your protection.

Wells Fargo Transfer Security","1"
"Subject: Bank of America: Immediate Action Required to Avoid Account Suspension

Dear Customer,

We were unable to verify your Bank of America account information during our recent security audit. Your account access has been limited until verification is complete.

Services currently restricted:
- Online bill pay
- External transfers
- Debit card purchases over $200

Restore full access: https://bankofamerica-verify-now.com/update

Verification must be completed within 48 hours to avoid permanent account suspension.

Bank of America Account Services","1"
"Subject: BofA Fraud Alert: $1,099 Apple Store Purchase Flagged

Dear Cardholder,

A transaction of $1,099.00 at an Apple Store was flagged on your Bank of America credit card. This purchase was made in a city you have not previously transacted in.

Confirm or dispute this charge:
https://bofa-fraud-dispute.com/review-charge

If you do not respond within 24 hours, the transaction will be approved and a dispute may not be possible.

Bank of America Fraud Services","1"
"Subject: Bank of America: Your Account Password Must Be Reset Immediately

Dear Account Holder,

Bank of America has detected that your online banking password may have been exposed in a recent data breach affecting a third-party service. To protect your account, we strongly recommend resetting your password immediately.

Reset your password securely: https://bankofamerica-password-reset.com/secure

After resetting, you will need to re-verify any saved payment methods. This is a precautionary measure to keep your finances safe.

Bank of America Digital Security","1"
"Subject: Urgent: Bank of America Account Verification Required by Law

Dear Customer,

Under the Bank Secrecy Act and FinCEN regulations, Bank of America is required to verify customer information periodically. Our records show your verification is overdue.

Failure to complete verification within 5 business days will result in:
- Suspension of online banking access
- Restriction of ATM and debit card use
- Potential account closure

Update your information: https://bofa-compliance-portal.com/verify

Bank of America Regulatory Compliance","1"
"Subject: Citi Alert: Your Account Has Been Temporarily Suspended

Dear Citi Customer,

Due to suspicious activity detected on your Citi account, we have temporarily suspended your online banking access. Our fraud monitoring system flagged several transactions that do not match your spending history.

To review these transactions and restore access:
https://citi-fraud-review.com/verify-account

Please complete this process within 24 hours. If you have questions, call Citi Customer Service at 1-800-374-9700.

Citi Fraud Prevention Team","1"
"Subject: Citibank: Confirm Your Identity to Prevent Account Closure

Dear Valued Customer,

Citibank is required by law to update customer records as part of our annual Know Your Customer (KYC) compliance process. Our records show your account information has not been updated since 2022.

Please provide your updated information by visiting:
https://citibank-kyc-portal.com/update-info

Accounts that are not updated within 7 days will be restricted and may be closed.

Citibank Compliance Department","1"
"Subject: Citi: Unusual Login From New Country — Verify Now

Dear Account Holder,

A login to your Citi account was recorded from Romania at 11:47 PM. This is the first time your account has been accessed from this country.

If this was you, click here to confirm: https://citi-login-verify.com/confirm-me
If this was NOT you, click here to secure your account: https://citi-login-verify.com/not-me

Failing to respond will result in your account being locked within 6 hours.

Citi Account Security","1"
"Subject: Capital One: Your Credit Card Has Been Temporarily Deactivated

Dear Cardholder,

Your Capital One Venture credit card has been deactivated following suspicious activity detected on your account. Three consecutive declined transactions have triggered our automatic fraud protection.

To reactivate your card and verify your identity:
https://capitalone-card-reactivate.com/verify

Once verified, your card will be reactivated within minutes and you can resume normal use.

Capital One Card Security","1"
"Subject: Capital One Alert: Large Cash Advance Attempted on Your Account

Dear Capital One Customer,

A cash advance of $2,000 was attempted on your Capital One credit card at an ATM in Mexico City. This transaction has been placed on hold pending your confirmation.

Approve or deny this transaction:
https://capitalone-cash-advance.com/review

If denied, we will immediately block the transaction and issue you a new card number.

Capital One Fraud Operations","1"
"Subject: Capital One: You Have an Overdue Balance Requiring Immediate Payment

Dear Valued Customer,

Our records show that your Capital One account has an overdue balance of $1,847.32. Despite previous notices, this balance has not been paid and your account is now at risk of being sent to collections.

Pay your balance immediately to avoid further action:
https://capitalone-payment-portal.com/pay-now

Making a minimum payment of $185.00 today will prevent collection proceedings.

Capital One Collections Department","1"
"Subject: TD Bank: Your Account Has Been Locked Due to Failed Login Attempts

Dear TD Bank Customer,

Your TD Bank online banking account has been locked after 5 consecutive failed login attempts. This security measure is in place to protect your account from unauthorized access.

Unlock your account: https://tdbank-account-unlock.com/restore-access

You will need to verify your identity using your TD Bank debit card number, PIN, and the last 4 digits of your Social Security Number.

TD Bank Digital Security Team","1"
"Subject: US Bank: Verification Required to Maintain Account Access

Dear Customer,

US Bank is conducting a security verification for accounts that have not completed our two-factor authentication enrollment. Your account has been flagged for this review.

To continue using online banking without interruption:
https://usbank-2fa-enrollment.com/verify

Accounts not enrolled by the deadline will be restricted to in-branch transactions only.

US Bank Online Banking Security","1"
"Subject: PNC Bank: Suspicious Transaction Requires Your Review

Dear PNC Customer,

The following transaction has been flagged on your PNC Virtual Wallet account:

Date: Today
Merchant: International Wire — Moscow, RU
Amount: $4,275.00

If you did not authorize this transaction, report it immediately:
https://pnc-fraud-report.com/dispute-transaction

PNC Fraud and Security Center","1"
"Subject: Ally Bank: Your Account Has Unusual Activity — Act Now

Dear Ally Customer,

Our system has detected unusual activity on your Ally Online Savings account. An unrecognized IP address was used to initiate multiple transfers totaling $6,500.

Secure your account immediately: https://ally-bank-security.com/secure-account

If this activity was authorized by you, you can dismiss this alert. Otherwise, please act within the next 4 hours to stop pending transfers.

Ally Bank Security Operations","1"
"Subject: American Express: Verify Your Cardmember Account to Avoid Suspension

Dear Cardmember,

American Express requires you to verify your account information to comply with the latest Know Your Customer regulatory requirements. Your account privileges have been temporarily reduced pending verification.

Complete verification: https://amex-account-verify.com/cardmember-update

As a reminder, unverified accounts cannot be used for transactions exceeding $500 per day.

American Express Account Services","1"
"Subject: Discover: Unusual Spending Pattern Detected on Your Card

Dear Discover Cardmember,

We noticed a series of purchases in a short time period that is inconsistent with your normal spending pattern. To protect you, we have placed a temporary hold on new purchases.

Review flagged transactions: https://discover-card-review.com/transactions

You can lift the hold immediately after confirming these transactions or reporting them as fraudulent.

Discover Fraud Protection Team","1"
"Subject: HSBC: Your International Transfer Has Been Temporarily Blocked

Dear HSBC Customer,

An international wire transfer of $8,500.00 to an account in the United Arab Emirates was blocked by our compliance team. This transfer requires additional documentation under OFAC regulations.

To release this transfer, please submit the required documents:
https://hsbc-compliance-transfer.com/submit-docs

Failure to provide documentation within 48 hours will result in the cancellation of this transfer.

HSBC Global Compliance","1"
"Subject: Navy Federal: Your Account Access Has Been Suspended

Dear Navy Federal Member,

Access to your Navy Federal Credit Union account has been suspended following our detection of potentially fraudulent activity. This suspension affects all digital banking services including mobile, online banking, and credit card use.

Restore your access: https://navyfederal-account-restore.com/verify-member

You will need your member number and SSN to complete the verification process.

Navy Federal Credit Union Security","1"
"Subject: Fidelity: Your Brokerage Account Password Has Expired

Dear Fidelity Customer,

Your Fidelity Investments online password has expired per our 90-day security rotation policy. Until your password is updated, you will not be able to view balances, execute trades, or transfer funds.

Update your password now: https://fidelity-password-update.com/reset

For your security, Fidelity will never call you to request your password. Please only update your password through our secure portal.

Fidelity Digital Security","1"
"Subject: Action Required: Your Microsoft 365 Password Expires in 24 Hours

Dear User,

This is an automated notification from the Microsoft IT Security team. Your Microsoft 365 account password is scheduled to expire within 24 hours.

Failure to update your password will result in loss of access to Outlook, Teams, SharePoint, OneDrive, and all associated Microsoft services.

Update your password now: https://microsoft365-password-portal.com/reset

This link is valid for 24 hours only. If you require assistance, contact your IT administrator.

Microsoft Account Services
This is an automated message — please do not reply.","1"
"Subject: Google Account: Suspicious Sign-In Blocked — Action Required

Hi,

We blocked a sign-in attempt to your Google account from:

Device: Windows PC
Location: Bucharest, Romania
Time: 3:22 AM

If this was not you, your account may be at risk. Secure your account immediately:
https://accounts-google-secure.com/review-activity

If you do not act within 12 hours, we will be forced to suspend your account to protect your data.

Google Security Team","1"
"Subject: Your Apple ID Has Been Locked — Verify Now to Restore Access

Dear Apple Customer,

Your Apple ID has been locked because we detected unusual activity that appears to violate our Terms of Service. Access to the App Store, iCloud, Apple Pay, and all Apple services has been suspended.

Unlock your Apple ID: https://appleid-account-restore.com/unlock

You will need to verify your name, date of birth, and payment method on file to restore access.

Apple Support
One Apple Park Way, Cupertino, CA 95014","1"
"Subject: Zoom: Your Account Has Been Deactivated Due to Policy Violation

Dear Zoom User,

Your Zoom account has been deactivated following a review of recent meeting activity that may violate our Community Standards. All scheduled meetings have been cancelled.

If you believe this is a mistake, you may appeal this decision within 30 days:
https://zoom-account-appeal.com/submit-appeal

Accounts under appeal review for more than 30 days without a resolution will be permanently deleted.

Zoom Trust & Safety","1"
"Subject: Slack: Your Workspace Access Has Been Revoked

Dear User,

Your access to the Slack workspace has been revoked by your workspace administrator following a security review. This action was taken due to suspicious login activity detected on your account.

To restore access, contact your workspace admin or verify your identity:
https://slack-workspace-restore.com/verify

If you believe this was done in error, please respond to this email within 48 hours.

Slack Security Team","1"
"Subject: Dropbox: Your Account Storage Is Full — Verify to Avoid Data Loss

Dear Dropbox User,

Your Dropbox account has reached its storage limit and file syncing has been paused. Any new files added to your Dropbox folder will not be synced until your storage issue is resolved.

Additionally, files not synced for more than 30 days may be removed from our servers.

Verify your account to upgrade storage: https://dropbox-storage-verify.com/upgrade

Act within 7 days to prevent data loss.

The Dropbox Team","1"
"Subject: LinkedIn: Someone Applied for Jobs Using Your Account

Dear LinkedIn Member,

We detected that your LinkedIn account was used to apply for 17 job positions from an unrecognized device. This activity appears to be unauthorized.

To protect your professional reputation, please review and reverse these applications:
https://linkedin-security-review.com/account-activity

If you do not take action within 24 hours, we cannot guarantee these applications can be retracted.

LinkedIn Trust & Safety","1"
"Subject: GitHub: Your Account Has Been Flagged for Suspicious Activity

Dear GitHub User,

Unusual activity has been detected on your GitHub account. Someone has cloned all your private repositories from an IP address in a foreign country.

Secure your account immediately: https://github-security-alert.com/review

We recommend revoking all active SSH keys and OAuth tokens and enabling two-factor authentication if you have not already done so.

GitHub Security","1"
"Subject: IT Department: Mandatory Security Compliance Training — Complete by Friday

Dear Employee,

As part of our company's annual cybersecurity compliance program, all employees are required to complete mandatory security awareness training by this Friday at 5:00 PM.

Employees who do not complete the training will have their network access suspended until compliance is achieved.

Access training portal: https://it-security-training-portal.com/login

Use your corporate email and your current network password to log in.

IT Security & Compliance Team","1"
"Subject: IT Helpdesk: Your VPN License Has Expired — Renew Now

Dear Employee,

Your remote access VPN license expired at midnight. You will not be able to connect to the corporate network remotely until your license is renewed.

Renew your VPN license: https://corporate-vpn-renew.com/employee-portal

Please log in with your Active Directory credentials. If you have questions, submit a ticket to the IT helpdesk at extension 4400.

IT Helpdesk","1"
"Subject: Microsoft: Your OneDrive Account Will Be Deleted in 7 Days

Dear Microsoft User,

Your OneDrive account has been inactive for more than 12 months. Per Microsoft's data retention policy, inactive accounts and all associated files will be permanently deleted in 7 days.

To keep your account and data active, sign in here:
https://microsoft-onedrive-restore.com/keep-account

Once you sign in, your account will be marked as active and the deletion will be cancelled.

Microsoft OneDrive Team","1"
"Subject: Adobe Creative Cloud: Your Subscription Has Been Cancelled

Dear Adobe Customer,

We were unable to process your Adobe Creative Cloud subscription renewal. As a result, your subscription has been cancelled and you will lose access to all Adobe applications including Photoshop, Illustrator, Premiere Pro, and Acrobat.

Reactivate your subscription: https://adobe-cc-reactivate.com/billing-update

You have 7 days to reactivate before your files stored in Creative Cloud are permanently deleted.

Adobe Customer Care","1"
"Subject: Outlook: Your Mailbox Has Exceeded Its Storage Limit

Dear User,

Your Microsoft Outlook mailbox has exceeded its storage quota of 50 GB. Incoming emails are currently being rejected and you may not be able to send new messages.

To resolve this issue, please verify your account and upgrade your storage:
https://outlook-storage-upgrade.com/verify

Alternatively, you can free up space by permanently deleting emails from your Sent and Deleted folders.

Microsoft Outlook Support","1"
"Subject: DocuSign: You Have a Document Waiting for Your Signature — Expires Today

Dear Recipient,

A document has been sent to you via DocuSign for your electronic signature. This document is set to expire today at 11:59 PM.

Document: Confidential Employment Agreement — Amendment 2025
Sender: Patricia Owens, HR Director

Review and sign: https://docusign-sign-now.com/document?id=77291

If you have questions about the contents of this document, please contact the sender directly.

DocuSign Electronic Signature Platform","1"
"Subject: Facebook: Your Account Will Be Permanently Disabled in 24 Hours

Dear Facebook User,

Your Facebook account has been reported multiple times for violating our Community Standards. After reviewing these reports, we have decided to permanently disable your account in 24 hours.

If you believe this is a mistake, you may file an appeal before the deadline:
https://facebook-account-appeal.com/dispute

Accounts that are disabled cannot be recovered after the 24-hour window has passed.

Facebook Community Operations","1"
"Subject: Instagram: Your Account Has Been Temporarily Restricted

Dear Instagram User,

Your Instagram account has been temporarily restricted following reports of unusual activity. During this restriction period, your posts will not appear in hashtag searches or the Explore page, and your account reach has been significantly reduced.

Restore your account: https://instagram-account-restore.com/verify-identity

Complete the identity verification to lift restrictions and restore your full account functionality.

Instagram Support","1"
"Subject: Twitter/X: Your Account Is Scheduled for Suspension

Dear X User,

Your X (formerly Twitter) account has been flagged for review due to suspected automated activity that violates our Automation Rules. Your account is scheduled for suspension in 48 hours.

To prevent suspension and verify your account:
https://x-account-verify.com/human-check

If your account is suspended, all your posts, followers, and account history will be inaccessible.

X Trust & Safety","1"
"Subject: AWS: Unusual API Activity Detected — Immediate Action Required

Dear AWS Account Holder,

AWS has detected unusual API calls in your account that may indicate unauthorized access. API calls were made from an IP address not previously associated with your account.

Calls detected:
- EC2 instance launches (×12) in us-east-1
- S3 bucket creation (×4)
- IAM user creation (×2)

Review and secure your account: https://aws-security-alert.com/review-activity

If unauthorized, your account may currently be incurring charges. Please act immediately.

AWS Security Team","1"
"Subject: Salesforce: Your CRM Access Has Been Revoked

Dear Salesforce User,

Your Salesforce CRM access has been temporarily revoked by your system administrator following detection of abnormal data export activity. Approximately 14,000 contact records were exported in a single session.

If you did not perform this export, your credentials may be compromised.

Secure your account: https://salesforce-account-secure.com/review

Please do not share your Salesforce login credentials with anyone.

Salesforce Security Operations","1"
"Subject: Norton: Your Antivirus Subscription Has Expired — Your Device Is at Risk

Dear Norton Customer,

Your Norton 360 subscription expired 3 days ago. Your device is no longer protected against viruses, malware, ransomware, and online threats.

Renew your subscription now to restore protection:
https://norton-renewal-secure.com/renew

As a valued customer, we are offering a 50% discount if you renew within the next 24 hours.

Norton by Symantec","1"
"Subject: McAfee: Critical Threat Detected on Your Device — Act Now

Dear McAfee Customer,

Our cloud-based threat intelligence has detected a critical security threat on a device registered to your McAfee account. The threat — identified as Trojan.GenericKD.72 — is actively exfiltrating your personal data.

Remove the threat immediately: https://mcafee-threat-removal.com/scan

Your McAfee subscription must be active to remove this threat. If your subscription has lapsed, you can renew and remove the threat in one step.

McAfee Threat Response Center","1"
"Subject: Webex: Your Cisco Webex Account Has Been Suspended

Dear Webex User,

Your Cisco Webex account has been suspended due to a billing dispute. All scheduled meetings have been cancelled and participants have been notified.

To resolve this issue and restore your account:
https://webex-account-restore.com/billing

If payment was recently made, it may take up to 24 hours to process. You can check your billing status at the link above.

Cisco Webex Customer Support","1"
"Subject: LastPass: Your Password Vault May Have Been Compromised

Dear LastPass User,

We have detected an unauthorized access attempt to your LastPass account. Someone attempted to export your password vault from an unrecognized browser.

Secure your vault immediately: https://lastpass-vault-secure.com/lock-account

We strongly recommend:
1. Changing your master password
2. Reviewing your vault for unauthorized changes
3. Enabling multi-factor authentication

LastPass Security Team","1"
"Subject: Spotify: Two-Factor Authentication Required — Verify Your Account

Dear Spotify User,

As part of our enhanced security rollout, Spotify now requires all users to enroll in two-factor authentication. Your account has been placed in limited mode until you complete this enrollment.

In limited mode:
- You cannot create or edit playlists
- Offline downloads have been disabled
- Premium features are temporarily suspended

Enroll now: https://spotify-2fa-enroll.com/setup

Spotify Account Security","1"
"Subject: PayPal: Your Business Account Has Been Limited

Dear Business Account Holder,

We have placed a limitation on your PayPal business account following a review of your recent transaction history. This limitation affects your ability to withdraw funds, send payments, and receive payments above $500.

To resolve this limitation and restore full business account functionality:
https://paypal-business-restore.com/submit-documents

You will be asked to provide business registration documents, a government-issued ID, and recent bank statements.

PayPal Business Compliance Team","1"
"Subject: USPS Delivery Notification: Package Held — Address Undeliverable

Dear Customer,

Your USPS package (Tracking #9400111899223409876543) could not be delivered because the address on file is incomplete or incorrect. Your package is currently being held at your local post office.

To schedule redelivery with your correct address:
https://usps-redelivery-portal.com/update-address

A redelivery fee of $2.99 applies. Your package will be held for 7 days before being returned to the sender.

United States Postal Service","1"
"Subject: FedEx: Your Package Requires Customs Clearance — Fee Due

Dear Recipient,

Your FedEx international shipment (Tracking: FX-9184027-US) has arrived at the US customs facility. A customs clearance fee of $3.49 is required before your package can be released for delivery.

Pay customs fee and release your package:
https://fedex-customs-fee.com/pay-now

Payment must be received within 48 hours or the package will be returned to the sender at your expense.

FedEx International Priority Support","1"
"Subject: UPS: Delivery Exception — Signature Required

Dear UPS Customer,

We attempted to deliver your UPS package (1Z999AA10123456784) today but were unable to complete delivery as a signature is required and no one was available.

Reschedule your delivery or authorize release:
https://ups-delivery-reschedule.com/manage

Options:
• Schedule a new delivery date
• Authorize delivery without signature
• Pick up at a UPS Access Point location

Your package will be held for 5 business days.

UPS Customer Service","1"
"Subject: DHL Express: Import Duty Notice — Payment Required

Dear DHL Customer,

Your DHL Express shipment (Waybill: 1234567890) is being held at our customs facility pending payment of import duties and taxes.

Amount due: $7.85
Package contents: Electronics
Origin: United Kingdom

Pay import duties: https://dhl-import-duties.com/pay

Your package will be released for delivery within 24 hours of payment. Failure to pay within 5 business days will result in the package being abandoned.

DHL Express Customs Division","1"
"Subject: Amazon: We Were Unable to Deliver Your Package

Dear Customer,

We attempted to deliver your Amazon order (#113-8827463-0029384) today but were unsuccessful. The delivery driver was unable to locate your address or access your building.

Reschedule your delivery: https://amazon-delivery-reschedule.com/manage

Your package will be returned to our fulfillment center in 3 business days if a new delivery time is not selected.

Amazon Logistics","1"
"Subject: USPS: Your Package Is Being Returned to Sender

Dear Customer,

Your USPS package (Tracking #9400111899223409871234) has been flagged for return to sender due to an incomplete delivery address. This package will be processed for return within 24 hours.

To intercept this package and update the delivery address before it is returned:
https://usps-package-intercept.com/redirect

A package intercept fee of $15.25 applies and must be paid before redirection can be processed.

USPS Package Intercept Service","1"
"Subject: FedEx: Your Package Could Not Be Delivered — Action Required Today

Dear Recipient,

FedEx was unable to deliver your package today. Three delivery attempts have been made and we were unsuccessful each time. As a result, your package is scheduled to be returned to the sender in 24 hours.

To prevent the return and arrange pickup or redelivery:
https://fedex-final-delivery.com/arrange-pickup

Package details:
Tracking: FX-7291048-US
Weight: 2.4 lbs
Shipper: Online Retailer

FedEx Delivery Support","1"
"Subject: UPS My Choice: A Package Addressed to You Has a Problem

Dear UPS My Choice Member,

A package addressed to you cannot be delivered as scheduled. The shipper provided an address that does not match a deliverable location in our system.

Update delivery details: https://ups-address-correction.com/update

If you do not update your delivery information within 48 hours, this package will be returned and you may need to contact the sender for a reshipment.

UPS My Choice","1"
"Subject: DHL: Shipment Delayed — Verification Required to Release Package

Dear Customer,

Your DHL shipment (Waybill: 0987654321) has been delayed at our sorting facility. To comply with new import regulations, we require identity verification before releasing packages valued over $100.

Verify your identity and release your shipment:
https://dhl-shipment-verify.com/id-check

This verification process takes less than 3 minutes. Your package will be delivered the next business day after verification is complete.

DHL Compliance Operations","1"
"Subject: Amazon: A Package Sent to You Has Been Flagged

Dear Recipient,

A package sent to your address has been flagged by our delivery system for an address verification issue. Until this is resolved, the package will not be delivered.

The sender has authorized us to contact you directly to resolve the issue:
https://amazon-address-verify.com/confirm

Please confirm your delivery address and preferred delivery time. This package contains a gift and the sender would like to keep the contents a surprise.

Amazon Customer Service","1"
"Subject: USPS Informed Delivery: Package Scan Failed — Update Required

Dear Informed Delivery User,

A package destined for your address was scanned at a USPS facility but could not be matched to your delivery profile. To ensure successful delivery, please verify your address information.

Update your delivery profile: https://usps-informed-delivery.com/update-address

If your address is not verified within 3 business days, this package will be held at your local post office for pickup.

USPS Informed Delivery","1"
"Subject: FedEx International: Your Shipment Has Cleared Customs

Dear Recipient,

Your FedEx international shipment has cleared US Customs and is ready for final delivery. However, before delivery can be completed, we need you to confirm your delivery address and pay a small broker fee.

Confirm delivery and pay broker fee ($4.99):
https://fedex-broker-fee.com/confirm-delivery

Your package will be out for delivery within 24 hours of confirmation.

FedEx International Brokerage","1"
"Subject: UPS: Delivery Suspended — Outstanding Balance on Account

Dear UPS Customer,

Delivery of your current UPS shipment has been suspended due to an outstanding balance of $8.40 on your UPS account from a previous shipment.

Pay your balance and release your current shipment:
https://ups-account-balance.com/pay

Once your balance is paid, your current package will be delivered the next business day.

UPS Billing Department","1"
"Subject: DHL: Your Package Has Arrived in the Country — Customs Form Required

Dear Recipient,

Your DHL international package has arrived in the United States. To proceed with customs clearance, you are required to complete a recipient customs declaration form.

Complete your customs form: https://dhl-customs-form.com/complete

Note: Failure to complete this form within 48 hours may result in your package being seized by US Customs and Border Protection.

DHL Customs Compliance","1"
"Subject: Amazon Logistics: Delivery Attempt Failed — Confirm Your Address

Dear Amazon Customer,

Our delivery partner attempted to deliver your package to the address on file but was unable to complete the delivery. The address could not be located by our GPS navigation system.

Confirm your delivery address: https://amazon-confirm-address.com/update

Your package will be held at our local delivery station for 3 days. After that, it will be returned to Amazon and you will receive a refund.

Amazon Customer Service","1"
"Subject: USPS Priority Mail: Package Held at Customs — Duty Required

Dear Customer,

Your USPS Priority Mail International package is being held at the US Customs facility in Los Angeles. A customs duty of $12.40 must be paid before your package can be released.

Pay customs duty: https://usps-customs-payment.com/pay-duty

Reference number: CM-2024-9918823
Package description: Personal goods
Value declared: $150.00

USPS International Mail Service","1"
"Subject: FedEx: Weather Delay — Confirm Alternate Delivery Date

Dear Valued FedEx Customer,

Due to severe weather conditions affecting our delivery routes, your FedEx shipment (Tracking: FX-4482901-US) has been delayed. We are offering you the opportunity to select an alternate delivery date.

Select your preferred delivery date: https://fedex-reschedule.com/weather-delay

Available dates: Monday, Wednesday, or Friday of next week. If no selection is made, we will attempt delivery on the next available date.

FedEx Weather Operations","1"
"Subject: UPS: Your Package Was Delivered to the Wrong Address — Act Now

Dear Customer,

Our tracking data shows your UPS package was delivered to an incorrect address due to a label scanning error. We sincerely apologize for this inconvenience.

To file a claim and arrange for correct delivery:
https://ups-misdelivery-claim.com/file-claim

You will receive compensation of $25.00 UPS credit and your package will be redelivered at no additional charge.

UPS Customer Claims Department","1"
"Subject: DHL: Your Shipment Requires Additional Documentation

Dear DHL Customer,

Your international DHL shipment (Waybill: 5544332211) has been held by customs authorities who require additional documentation before releasing the package.

Required documents:
- Copy of purchase invoice
- Proof of recipient identity
- Import permit (for regulated items)

Submit your documents: https://dhl-document-submit.com/upload

Your package will be released within 24 hours of receiving complete documentation.

DHL Customs Affairs","1"
"Subject: Amazon: Package Damaged in Transit — Confirm Replacement Shipment

Dear Valued Customer,

Your Amazon order (#114-9837261-8829301) was damaged during transit and cannot be delivered in its current condition. We would like to send you a replacement at no charge.

To confirm your replacement shipment, please verify your delivery address:
https://amazon-replacement-confirm.com/verify-address

Your replacement will be shipped within 1–2 business days once your address is confirmed.

Amazon Customer Experience Team","1"
"Subject: IRS Notice: You Are Eligible for a Tax Refund of $3,847

Dear Taxpayer,

Our records indicate you are entitled to a federal income tax refund of $3,847.00 for the 2024 tax year. This refund has not yet been claimed and will expire if not processed within 90 days.

To claim your refund, verify your identity and confirm your direct deposit information:
https://irs-refund-portal-secure.com/claim

Please note that the IRS never initiates contact by email, text, or social media requesting personal or financial information. This notice is an exception under the Taxpayer Account Review Program.

Internal Revenue Service
Refund Processing Division","1"
